StartDate,EndDate,Status,Progress,Duration,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Fictional_story,Abstract_shapes,Sensory_sensations,Life_experiences,Media,Music,Future_plans,Building,Everyday,Piece_mem,Movement_B_mem,Movement_H_mem,Mem_description,Mem_music_evoked,Mem_spontaneity,Mem_individuality,Piece_story,Movement_B_story,Movement_H_story,Story_description,Story_music_evoked,Story_spontaneity,Story_individuality,Other_info,Age,Gender,Music_listening,Practice,Location,ID
20/02/2025 18:42,20/02/2025 18:50,IP Address,100,453,TRUE,20/02/2025 18:50,R_7nclAIpzQ4PJFBL,qr,EN,I hereby give my consent to be a subject of the research,A small amount of the time,Not at all,A small amount of the time,A small amount of the time,Not at all,Most of the time,Not at all,A small amount of the time,Not at all,Hough,,Movement 4 — Au théâtre,"Imagining walking down the street in the sunshine, seeing the boulevard ",Mostly,Entirely,Slightly,Hough,,Movement 4 — Au théâtre,"Seeing people who seemed happy and content, walking down the street looking at cafes",Mostly,Entirely,Slightly,The Beethoven quartet was beautiful bu very intense and absorbing ,69,Male,Frequently,60,H,01/09/2201
20/02/2025 18:40,20/02/2025 18:52,IP Address,100,692,TRUE,20/02/2025 18:52,R_6qWBWfi9Mnk8if8,qr,EN,I hereby give my consent to be a subject of the research,Not at all,Not at all,Not at all,All of the time,Not at all,A moderate amount of the time,Most of the time,A small amount of the time,Not at all,Hough,,Movement 5 — À l'église,"The memory was of a strong feeling. The feeling of intense uncertainty and things going uncontrollably downhill just after experiencing something so joyful and exciting. This was for a three month or so period in my life recently. The downhill uncontrollable feeling was punctuated by sharp, biting “stabs to the heart” as things just got worse.",Mostly,Entirely,Entirely,Hough,,Movement 6 — Au marché,,Mostly,Entirely,Entirely,,19,Female,Moderately frequently,7,K,01/07/7330
20/02/2025 18:47,20/02/2025 18:53,IP Address,100,330,TRUE,20/02/2025 18:53,R_1abqZhGGCg0WAym,qr,EN,I hereby give my consent to be a subject of the research,A small amount of the time,A moderate amount of the time,Not at all,A moderate amount of the time,Not at all,A moderate amount of the time,A moderate amount of the time,Not at all,A small amount of the time,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,Childhood memories of playing on a ground; the outline of a novel I once wanted to write ,Moderately,Mostly,Mostly,Hough,,Movement 6 — Au marché,"I imaged people living happily in a vivid, joyfulness scene after war ",Mostly,Moderately,Not at all,,28,Female,Very rarely,10,B,mhy
20/02/2025 18:36,20/02/2025 18:57,IP Address,100,1261,TRUE,20/02/2025 18:57,R_5zbTRsDJF1tKb7n,qr,EN,I hereby give my consent to be a subject of the research,A small amount of the time,A small amount of the time,Not at all,A moderate amount of the time,Not at all,All of the time,Most of the time,A small amount of the time,Most of the time,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,,Slightly,Slightly,Mostly,,,,,,,,,20,Male,Frequently,17,J,jan1100
20/02/2025 18:50,20/02/2025 18:57,IP Address,100,431,TRUE,20/02/2025 18:57,R_3pPTV1OTuHm8j29,qr,EN,I hereby give my consent to be a subject of the research,Not at all,Not at all,Not at all,A moderate amount of the time,A small amount of the time,A moderate amount of the time,A moderate amount of the time,A small amount of the time,A small amount of the time,Hough,,Movement 6 — Au marché,It was a memory of composing music during my undergrad and having it workshopped in the concert hall. I remembered standing in front of the ensemble to play my piece. At times I imagined the piece I was listening to was my piece in that memory. ,Mostly,Entirely,Entirely,Beethoven,Movement 2 — Adagio affettuoso ed appassionato,,I didn’t imagine any fictional story. The survey did not give me the option to pick neither piece. ,Not at all,Not at all,Not at all,I felt that being handed the survey at the beginning made me self conscious about what I imagined. Marina’s introduction made it seem like I should be daydreaming. So I don’t think I had a representative experience. ,33,Male,Very frequently,22,J,01/08/5040
20/02/2025 18:57,20/02/2025 19:00,IP Address,100,155,TRUE,20/02/2025 19:00,R_7aRH6n2vBgk8e7P,qr,EN,I hereby give my consent to be a subject of the research,A moderate amount of the time,Not at all,Not at all,A moderate amount of the time,Not at all,Most of the time,A moderate amount of the time,A moderate amount of the time,Most of the time,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,,Slightly,Slightly,Moderately,Hough,,Movement 1 — Au boulevard,,Moderately,Slightly,Not at all,,21,Female,Frequently,13,G,01/02/3028
20/02/2025 18:53,20/02/2025 19:01,IP Address,100,479,TRUE,20/02/2025 19:01,R_3kKkttrj8pooHAd,qr,EN,I hereby give my consent to be a subject of the research,Not at all,Not at all,Not at all,Most of the time,Not at all,A moderate amount of the time,A small amount of the time,A small amount of the time,A small amount of the time,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,"Watching a performance at the Kennedy Center with my best friend and her parents, and being reprimanded for being silly. ",Slightly,Moderately,Mostly,Beethoven,Movement 3 — Scherzo,,"Set in the past, it was a cobblestone street enclosed by old buildings; it was dark out and most likely cold. There were a few people and dim street lights. ",Slightly,Mostly,Moderately,"The music primarily made me think of my past, particularly since my father listened to a lot of classical and he is now old and has dementia so it’s easy to think about him, his life, and our relationship.",53,Female,Moderately frequently,4,G,01/09/3603
20/02/2025 18:57,20/02/2025 19:13,IP Address,100,974,TRUE,20/02/2025 19:13,R_7wMIVKVEQuQmRE5,qr,EN,I hereby give my consent to be a subject of the research,A small amount of the time,A small amount of the time,A small amount of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Beethoven,Movement 2 — Adagio affettuoso ed appasionato,,Home field scene with nice blue sky,Mostly,Mostly,Mostly,Hough,,Movement 4 — Au théâtre,Funky and strange paintings ,Mostly,Moderately,Mostly,I love how musicians so involved their personal expressions to different music and styles ,53,Male,Frequently,0,B,Sep270
20/02/2025 19:41,20/02/2025 19:44,IP Address,100,181,TRUE,20/02/2025 19:44,R_6QoN4iUCshzU0tb,qr,EN,I hereby give my consent to be a subject of the research,All of the time,Most of the time,Most of the time,A moderate amount of the time,Most of the time,,,,,Hough,,Movement 1 — Au boulevard,,Mostly,Mostly,Mostly,Hough,,Movement 2 — Au parc,,Mostly,Mostly,Mostly,,63,Female,Very frequently,0,I,01/05/2226
20/02/2025 19:44,20/02/2025 19:46,IP Address,100,140,TRUE,20/02/2025 19:46,R_1QbGn2mlloUvKU1,qr,EN,I hereby give my consent to be a subject of the research,A small amount of the time,Not at all,A small amount of the time,Not at all,Not at all,Most of the time,Not at all,A small amount of the time,Not at all,,,,,,,,,,,,,,,,,,,,,01/09/2201
21/02/2025 10:25,21/02/2025 10:37,IP Address,100,735,TRUE,21/02/2025 10:37,R_1gZRQ4EwVdkWPQD,qr,EN,I hereby give my consent to be a subject of the research,Not at all,A small amount of the time,Not at all,A small amount of the time,Not at all,A moderate amount of the time,Not at all,Not at all,A small amount of the time,Beethoven,Movement 3 — Scherzo,,My piano teacher ,Slightly,Slightly,Moderately,Beethoven,Movement 2 — Adagio affettuoso ed appassionato,,How could Beethoven have imagine his music? How difficult for his audience to attend!,Mostly,Mostly,Slightly,,73,Female,Very frequently,30,J,01/11/6432
20/02/2025 17:35,20/02/2025 17:35,IP Address,7,12,FALSE,27/02/2025 17:35,R_3zq36qTT10FYwHU,qr,EN,I hereby give my consent to be a subject of the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2025 18:37,20/02/2025 18:39,IP Address,0,108,FALSE,27/02/2025 18:39,R_7qBJSbrKjXXbPLo,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2025 18:38,20/02/2025 18:42,IP Address,37,252,FALSE,27/02/2025 18:42,R_1alekVGoZUmlNxX,qr,EN,I hereby give my consent to be a subject of the research,Not at all,Not at all,Not at all,Not at all,Not at all,All of the time,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,
20/02/2025 18:43,20/02/2025 18:49,IP Address,63,364,FALSE,27/02/2025 18:49,R_7neKZhvRhZO4tNv,qr,EN,I hereby give my consent to be a subject of the research,Most of the time,A small amount of the time,A moderate amount of the time,A small amount of the time,Not at all,A moderate amount of the time,A small amount of the time,Not at all,Not at all,Hough,,Movement 5 — À l'église,"Lively conversation, some disturbing discussion, pleasant scene in nature ",Mostly,Mostly,Mostly,Hough,,Movement 5 — À l'église,,,,,,,,,,,
20/02/2025 19:46,20/02/2025 19:46,IP Address,7,15,FALSE,27/02/2025 19:46,R_3gV1WBCBbEszfAh,qr,EN,I hereby give my consent to be a subject of the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
